duckdb::SelectionVector.Capacity() const	0	ScopeEnter	s0	-	c0	-	4937	-	-	walk
duckdb::SelectionVector.Capacity() const	1	Return	-	-	c0	-	4964	-	-	walk
duckdb::SelectionVector.Capacity() const	2	Read	s2	-	c0	-	4971	-	-	walk
duckdb::SelectionVector.Capacity() const	3	ScopeExit	s0	-	c0	-	4937	-	-	walk
duckdb::SelectionVector.Incremental(idx_t)	0	ScopeEnter	s0	-	c0	-	2306	-	-	walk
duckdb::SelectionVector.Incremental(idx_t)	1	Param	s8	-	c0	-	2341	-	s6	clang
duckdb::SelectionVector.Incremental(idx_t)	2	Return	-	-	c0	-	2358	-	-	walk
duckdb::SelectionVector.Incremental(idx_t)	3	Call	-	s32	c0	-	2365	-	-	walk
duckdb::SelectionVector.Incremental(idx_t)	4	Call	-	s33	c0	-	2365	-	static	clang
duckdb::SelectionVector.Incremental(idx_t)	5	Read	s8	-	c0	-	2383	-	-	clang
duckdb::SelectionVector.Incremental(idx_t)	6	ScopeExit	s0	-	c0	-	2306	-	-	walk
duckdb::SelectionVector.Incremental(idx_t,idx_t)	0	ScopeEnter	s0	-	c0	-	1992	-	-	walk
duckdb::SelectionVector.Incremental(idx_t,idx_t)	1	Param	s9	-	c0	-	2027	-	s6	clang
duckdb::SelectionVector.Incremental(idx_t,idx_t)	2	Param	s8	-	c0	-	2040	-	s6	clang
duckdb::SelectionVector.Incremental(idx_t,idx_t)	3	Decl	s27	-	c0	-	2057	-	s28	clang
duckdb::SelectionVector.Incremental(idx_t,idx_t)	4	Call	-	s29	c0	-	2073	-	ctor	clang
duckdb::SelectionVector.Incremental(idx_t,idx_t)	5	Call	-	s10	c0	-	2080	-	free	clang
duckdb::SelectionVector.Incremental(idx_t,idx_t)	6	Read	s8	-	c0	-	2096	-	-	clang
duckdb::SelectionVector.Incremental(idx_t,idx_t)	7	ScopeEnter	s11	-	c1	c0	2129	-	-	walk
duckdb::SelectionVector.Incremental(idx_t,idx_t)	8	Decl	s12	-	c1	c0	2134	for_init	s6	clang
duckdb::SelectionVector.Incremental(idx_t,idx_t)	9	Read	s12	-	c1	c0	2147	for_cond	-	clang
duckdb::SelectionVector.Incremental(idx_t,idx_t)	10	Read	s8	-	c1	c0	2151	for_cond	-	clang
duckdb::SelectionVector.Incremental(idx_t,idx_t)	11	ReadWrite	s12	-	c1	c0	2158	for_inc	-	clang
duckdb::SelectionVector.Incremental(idx_t,idx_t)	12	Condition	-	-	c1	c0	2129	for	-	walk
duckdb::SelectionVector.Incremental(idx_t,idx_t)	13	Call	s30	s31	c1	c0	2168	-	member	clang
duckdb::SelectionVector.Incremental(idx_t,idx_t)	14	Read	s27	-	c1	c0	2168	-	-	clang
duckdb::SelectionVector.Incremental(idx_t,idx_t)	15	Read	s12	-	c1	c0	2185	-	-	clang
