duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	0	ScopeEnter	s0	-	c0	-	20827	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	1	Param	s10	-	c0	-	20846	-	s11	clang
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	2	Param	s12	-	c0	-	20870	-	s13	clang
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	3	ScopeEnter	s14	-	c1	c0	20893	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	4	Read	s4	-	c1	c0	20897	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	5	Condition	-	-	c1	c0	20897	if	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	6	Branch	-	-	c1	c0	20913	then	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	7	ScopeEnter	s15	-	c2	c1	20913	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	8	Call	s29	s30	c2	c1	20919	-	member	clang
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	9	Read	s4	-	c2	c1	20919	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	10	Read	s16	-	c2	c1	20945	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	11	Read	s12	-	c2	c1	20957	-	-	clang
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	12	ReadWrite	s16	-	c2	c1	20974	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	13	Read	s10	-	c2	c1	20988	-	-	clang
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	14	ScopeExit	s15	-	c2	c1	20913	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	15	ScopeExit	s14	-	c1	c0	20893	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	16	ScopeEnter	s14	-	c3	c0	21015	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	17	Read	s7	-	c3	c0	21019	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	18	Condition	-	-	c3	c0	21019	if	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	19	Branch	-	-	c3	c0	21036	then	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	20	ScopeEnter	s15	-	c4	c3	21036	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	21	Call	s31	s30	c4	c3	21042	-	member	clang
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	22	Read	s7	-	c4	c3	21042	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	23	Read	s17	-	c4	c3	21069	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	24	Read	s12	-	c4	c3	21082	-	-	clang
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	25	ReadWrite	s17	-	c4	c3	21099	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	26	Read	s10	-	c4	c3	21115	-	-	clang
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	27	ScopeExit	s15	-	c4	c3	21036	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	28	ScopeExit	s14	-	c3	c0	21015	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.Append(bool,idx_t)	29	ScopeExit	s0	-	c0	-	20827	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.AppendInvalidRange(const SelectionVector &,idx_t,idx_t)	0	ScopeEnter	s0	-	c0	-	21146	-	-	walk
duckdb::ScalarExecutor::RuntimeSelectionSink.AppendInvalidRange(const SelectionVector &,idx_t,idx_t)	1	Param	s18	-	c0	-	21177	-	s19	clang
