duckdb::TemplatedValidityData.EntryCount(idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityData	7	1	Empty	0	0	0	0	0	0	1	0	0	method	public	1	-
duckdb::TemplatedValidityData.TemplatedValidityData<V>(const V *,idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityData	26	2	Compute	0	1	0	0	0	0	0	0	0	ctor	public	2	-
duckdb::TemplatedValidityData.TemplatedValidityData<V>(idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityData	20	2	Compute	0	1	0	0	0	0	0	0	0	ctor	public	1	-
duckdb::TemplatedValidityMask.AllValid() const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	4	1	Empty	0	0	0	0	0	1	0	0	0	method	public	0	-
duckdb::TemplatedValidityMask.AllValid(V)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	6	1	Empty	0	0	0	0	0	0	1	0	0	method	public	1	-
duckdb::TemplatedValidityMask.CanHaveNull() const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	4	1	Observe	1	0	0	0	0	1	0	0	0	method	public	0	-
duckdb::TemplatedValidityMask.CannotHaveNull() const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	4	1	Observe	1	0	0	0	0	1	0	0	0	method	public	0	-
duckdb::TemplatedValidityMask.CheckAllInvalid(idx_t) const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	7	1	Empty	0	0	0	0	0	1	0	0	0	method	public	1	-
duckdb::TemplatedValidityMask.CheckAllValid(idx_t) const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	8	1	Empty	0	0	0	0	0	1	0	0	0	method	public	1	-
duckdb::TemplatedValidityMask.CheckAllValid(idx_t,idx_t) const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	31	6	Empty	0	0	0	0	0	1	0	0	0	method	public	2	-
duckdb::TemplatedValidityMask.Copy(const TemplatedValidityMask<V> &,idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	30	4	Compute	1	3	0	0	0	0	0	0	0	method	public	2	-
duckdb::TemplatedValidityMask.CountValid(const idx_t) const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	69	10	Empty	0	0	0	0	0	1	0	0	0	method	public	1	-
duckdb::TemplatedValidityMask.EnsureWritable()	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	11	3	Observe	1	0	0	0	0	0	0	0	0	method	public	0	-
duckdb::TemplatedValidityMask.EntryCount(idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	6	1	Empty	0	0	0	0	0	0	1	0	0	method	public	1	-
duckdb::TemplatedValidityMask.EntryWithValidBits(idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	15	3	Empty	0	0	0	0	0	0	1	0	0	method	public	1	-
duckdb::TemplatedValidityMask.GetAllocationSize() const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	13	3	Observe	2	0	0	0	0	1	0	0	0	method	public	0	-
duckdb::TemplatedValidityMask.GetData() const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	4	1	Observe	1	0	0	0	0	1	0	0	0	method	public	0	-
duckdb::TemplatedValidityMask.GetEntryIndex(idx_t,idx_t &,idx_t &)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	11	1	Empty	0	0	0	0	0	0	1	0	0	method	public	3	-
duckdb::TemplatedValidityMask.GetValidityEntry(idx_t) const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	15	3	Observe	1	0	0	0	0	1	0	0	0	method	public	1	-
duckdb::TemplatedValidityMask.GetValidityEntryUnsafe(idx_t) const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	6	1	Observe	1	0	0	0	0	1	0	0	0	method	public	1	-
duckdb::TemplatedValidityMask.Initialize()	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	5	1	Observe	1	0	0	0	0	0	0	0	0	method	public	0	-
duckdb::TemplatedValidityMask.Initialize(const TemplatedValidityMask<V> &)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	12	1	Compute	0	3	0	0	0	0	0	0	0	method	public	1	-
duckdb::TemplatedValidityMask.Initialize(idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	13	1	Compute	1	3	0	0	0	0	0	0	0	method	public	1	-
duckdb::TemplatedValidityMask.Initialize(validity_t *,idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	11	1	Compute	1	2	0	0	0	0	0	0	0	method	public	2	-
duckdb::TemplatedValidityMask.IsMaskSet() const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	11	3	Observe	1	0	0	0	0	1	0	0	0	method	public	0	-
duckdb::TemplatedValidityMask.NoneValid(V)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	6	1	Empty	0	0	0	0	0	0	1	0	0	method	public	1	-
duckdb::TemplatedValidityMask.Reset(idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	9	1	Compute	1	2	0	0	0	0	0	0	0	method	public	1	-
duckdb::TemplatedValidityMask.RowIsValid(const V &,const idx_t &)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	10	1	Empty	0	0	0	0	0	0	1	0	0	method	public	2	-
duckdb::TemplatedValidityMask.RowIsValid(idx_t) const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	14	3	Observe	1	0	0	0	0	1	0	0	0	method	public	1	-
duckdb::TemplatedValidityMask.RowIsValidUnsafe(idx_t) const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	21	1	Observe	1	0	0	0	0	1	0	0	0	method	public	1	-
duckdb::TemplatedValidityMask.Set(idx_t,bool)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	18	4	Empty	0	0	0	0	0	0	0	0	0	method	public	2	-
duckdb::TemplatedValidityMask.SetAllInvalid(idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	7	1	Empty	0	0	0	0	0	0	0	0	0	method	public	1	-
duckdb::TemplatedValidityMask.SetAllValid(idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	40	4	Normalize	1	1	0	0	0	0	0	0	0	method	public	1	-
duckdb::TemplatedValidityMask.SetInvalid(idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	16	3	Observe	2	0	0	0	0	0	0	0	0	method	public	1	-
duckdb::TemplatedValidityMask.SetInvalidUnsafe(idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	13	1	Empty	0	0	0	0	0	0	0	0	0	method	public	1	-
duckdb::TemplatedValidityMask.SetInvalidUnsafe(idx_t,idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	15	1	Normalize	1	1	0	0	0	0	0	0	0	method	public	2	-
duckdb::TemplatedValidityMask.SetRangeInvalid(const idx_t,const idx_t,const idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	52	6	Compute	0	1	0	0	0	0	0	0	0	method	public	3	-
duckdb::TemplatedValidityMask.SetValid(idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	13	3	Observe	1	0	0	0	0	0	0	0	0	method	public	1	-
duckdb::TemplatedValidityMask.SetValidUnsafe(idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	20	1	Normalize	1	1	0	0	0	0	0	0	0	method	public	1	-
duckdb::TemplatedValidityMask.SizeInBytes(idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	7	1	Empty	0	0	0	0	0	0	1	0	0	method	public	1	-
duckdb::TemplatedValidityMask.TemplatedValidityMask<V>()	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	4	1	Empty	0	0	0	0	0	0	0	0	0	ctor	public	0	-
duckdb::TemplatedValidityMask.TemplatedValidityMask<V>(V *,idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	8	1	Empty	0	0	0	0	0	0	0	0	0	ctor	public	2	-
duckdb::TemplatedValidityMask.TemplatedValidityMask<V>(const TemplatedValidityMask<V> &,idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	7	1	Empty	0	0	0	0	0	0	0	0	0	ctor	public	2	-
duckdb::TemplatedValidityMask.TemplatedValidityMask<V>(idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	6	1	Empty	0	0	0	0	0	0	0	0	0	ctor	public	1	-
duckdb::TemplatedValidityMask.ValidityMaskSize(idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::TemplatedValidityMask	6	1	Empty	0	0	0	0	0	0	1	0	0	method	public	1	-
duckdb::ValidityArray.AllValid() const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::ValidityArray	4	1	Empty	0	0	0	0	0	1	0	0	0	method	public	0	-
duckdb::ValidityArray.CanHaveNull() const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::ValidityArray	4	1	Observe	1	0	0	0	0	1	0	0	0	method	public	0	-
duckdb::ValidityArray.CannotHaveNull() const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::ValidityArray	4	1	Observe	1	0	0	0	0	1	0	0	0	method	public	0	-
duckdb::ValidityArray.Capacity() const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::ValidityArray	4	1	Observe	1	0	0	0	0	1	0	0	0	method	public	0	-
duckdb::ValidityArray.Initialize(idx_t,bool)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::ValidityArray	17	1	Compute	2	3	0	0	0	0	0	0	0	method	public	2	-
duckdb::ValidityArray.InitializeEmpty(idx_t)	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::ValidityArray	5	1	Compute	0	1	0	0	0	0	0	0	0	method	public	1	-
duckdb::ValidityArray.Pack(ValidityMask &,const idx_t) const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::ValidityArray	86	12	Empty	0	0	0	0	0	1	0	0	0	method	public	2	-
duckdb::ValidityArray.RowIsValid(idx_t) const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::ValidityArray	14	3	Observe	1	0	0	0	0	1	0	0	0	method	public	1	-
duckdb::ValidityArray.RowIsValidUnsafe(idx_t) const	/home/user/adaworldapi/duckdb/src/include/duckdb/common/types/validity_mask.hpp	duckdb::ValidityArray	10	1	Observe	1	0	0	0	0	1	0	0	0	method	public	1	-
